22,понедельник,11.15 - 12.35,Англ. Яз.,Англ. Яз.,ИБГ,ИБГ,МА,МА,Бел.яз.,Бел.яз.,,ОиМП,ОиМП,МА,МА,Инф.час/Кур.час,Инф.час/Кур.час,,ИБГ,ИБГ,МА,МА,,ДМиМЛ,ДМиМЛ,АиТЧ,АиТЧ,Инф.час/Кур.час,Инф.час/Кур.час,Англ. Яз.,Англ. Яз.,ОиМП,ОиМП
23,понедельник,11.15 - 12.35,Ситникова Т.В.,Видишева С.К.,Медведева А.А. с 29.09,Медведева А.А. с 29.09, Радыно Н.Я., Радыно Н.Я.,Муравицкая Е.М.,Муравицкая Е.М.,,Сатолина А.В.,Зенько Т.А.,Леваков А.А.,Леваков А.А.,Пазюра Е.В.,Пазюра Е.В.,,Денисов А.В. с 29.09,Денисов А.В. с 29.09,Таныгина А.Н.,Таныгина А.Н.,,Васильков Д.М.,Васильков Д.М.,Грекова А.В.,Грекова А.В.,Волчецкая П.С.,Волчецкая П.С.,Дудка А.А.,Дышлевич Е.А.,Мацкевич В.В.,Мацкевич В.В.
24,понедельник,11.15 - 12.35,Ситникова Т.В.,Видишева С.К.,Медведева А.А. с 29.09,Медведева А.А. с 29.09, Радыно Н.Я., Радыно Н.Я.,Муравицкая Е.М.,Муравицкая Е.М.,,Сатолина А.В.,Зенько Т.А.,Леваков А.А.,Леваков А.А.,Пазюра Е.В.,Пазюра Е.В.,,Денисов А.В. с 29.09,Денисов А.В. с 29.09,Таныгина А.Н.,Таныгина А.Н.,,Васильков Д.М.,Васильков Д.М.,Грекова А.В.,Грекова А.В.,Волчецкая П.С.,Волчецкая П.С.,Дудка А.А.,Дышлевич Е.А.,Мацкевич В.В.,Мацкевич В.В.
25,понедельник,11.15 - 12.35,437,438,542,542,442,442,440,440,,136,126,443,443,526,526,,709 ХимФ,709 ХимФ,244,244,,544,544,444,444,"Долгобродская23/1, 401","Долгобродская23/1, 401",1206 ФМО,1013 ФМО,132,132
26,понедельник,13.00 - 14.20,ИБГ,ИБГ,Англ. Яз.,Англ. Яз.,Бел.яз.,Бел.яз.,Англ. Яз.,Англ. Яз.,,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,,,,ИБГ,ИБГ,,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,ОиМП,ОиМП
27,понедельник,13.00 - 14.20,Лебедева И.В. с 29.09,Лебедева И.В. с 29.09,Ситникова Т.В.,Видишева С.К.,Муравицкая Е.М.,Муравицкая Е.М.,Дудка А.А.,Степанюк Н.С.,,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,,,,Денисов А.В. с 29.09,Денисов А.В. с 29.09,,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Дискретная математика и математическая логика,Мацкевич В.В.,Мацкевич В.В.
28,понедельник,13.00 - 14.20,Лебедева И.В. с 29.09,Лебедева И.В. с 29.09,Ситникова Т.В.,Видишева С.К.,Муравицкая Е.М.,Муравицкая Е.М.,Дудка А.А.,Степанюк Н.С.,,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,,,,Денисов А.В. с 29.09,Денисов А.В. с 29.09,,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Доцент Васильков Д.М.,Мацкевич В.В.,Мацкевич В.В.
29,понедельник,13.00 - 14.20,542,542,437,438,440,440,1206 ФМО,1013 ФМО,,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,Физическая культура,,,,709 ХимФ,709 ХимФ,,521,521,521,521,521,521,521,521,136,136
30,понедельник,14.30 - 15.50,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Инф.час/Кур.час,Инф.час/Кур.час
31,понедельник,14.30 - 15.50,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),Английский язык (для начинающих),,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Алгебра и теория чисел,Мартыненко И.М.,Мартыненко И.М.
